Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location,Cause Description,Type,geometry,Accident_Date,Matched_Heat_EPISODE_IDs_NWS_Forecast_Zones,Matched_Heat_EPISODE_IDs_Climate_Divisions,Matched_Heat_EPISODE_IDs_County_Warning_Areas,Matched_Heat_EPISODE_IDs_States
UP,Union Pacific Railroad Company,2017,0617RS041,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0617RS04120170620,17,6,,,,,,UP,Union Pacific Railroad Company,0617RS041,17,6,,20,06/20/2017,3:19 PM,1,Derailment,11,0,0,0,FRESNO SUB,,,DELANO,274.64,6,CA,CALIFORNIA,107,TULARE,7,110,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,4,54.6,1.0,North,1.0,Freight Train,Yes,MWCR,25,Recorded,25,5793,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,J,Positive Train Control,,,0.0,Not a remotely controlled operation,KCS,129243.0,38,Yes,,,0,,0.0,0.0,No,3,0,0,0,1,0,0,0,0,0,40,0,39,0,0,3,0,15,0,0,281001,396724,677725,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,3.0,9.0,3.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,35.854963,-119.267829,THE MWCRV-19 WAS TRAVELING NORTHBOUND WHEN IT TRAVERSED OVER A THERMAL MISALIGNMENT AT MILEPOST 274.64 ON THE FRESNO SUBDIVISION CAUSING 18 CARS TO DERAIL.  THERE WERE NO INJURIES INVOLVED.,Main,4,CL,CL,1,UP0617RS041201706,UP0617RS041201706,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-119.267829 35.854963),T109: Track alignment irregular (sun kink / heat),2,POINT (-119.267829 35.854963),2017-06-20,,116599,,"116599, 117784, 117784, 116417, 116417, 116417, 117784, 117784"
BNSF,BNSF Railway Company,2021,TC0821102,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFTC082110220210803,21,8,,,,,,MNN,"MINNESOTA NORTHERN RAILROAD, INC.",MNN8032021,21,8,,3,08/03/2021,1:50 PM,1,Derailment,0,0,0,0,YARD,,,CROOKSTON,1.4,27,MN,MINNESOTA,119,POLK,4,90,2,Day,1,Clear,2,Yard,3002,1,0.0,3.0,East,1.0,Freight Train,Yes,GBTR,5,Estimated,5,16588,2,Not Signaled,,Other Than Main Track,,,,,,,0.0,Not a remotely controlled operation,BNSF,489342.0,3,Yes,,,0,,,,No,2,0,0,0,1,0,0,0,0,0,116,0,0,0,0,8,0,0,0,0,72000,0,112000,T109,Track alignment irregular (buckled/sunkink),M199,Other extreme environmental conditions (Provide detailed description in narrative),T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,1.0,20.0,1.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,47.746272,-96.601316,G-BTRSUP-9-02A DERAILED 8 RAILCARS WHILE PULLING INTO MNN YARD TRACK 3002 DUE TO TRACK ALIGNMENT IRREGULAR DUE TO THERMAL MISALIGNMENT AND OTHER EXTREME ENVIRONMENTAL CONDITIONS - HEAT. NO HAZARDOUS MATERIALS WERE RELEASED.,Yard,1,1,1,2,MNNMNN8032021202108,BNSFTC0821102202108,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,MNN,"MINNESOTA NORTHERN RAILROAD, INC.",KBN Inc,POINT (-96.601316 47.746272),T109: Track alignment irregular (sun kink / heat),2,POINT (-96.601316 47.746272),2021-08-03,,,,
CVR,Cimarron Valley Railroad L C,2018,CVR072018D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CVRCVR072018D20180720,18,7,,,,,,CVR,Cimarron Valley Railroad L C,CVR072018D,18,7,,20,07/20/2018,4:30 PM,1,Derailment,4,4,0,0,CV SUB,,,COPELAND,35.3,20,KS,KANSAS,69,GRAY,6,103,2,Day,1,Clear,1,Main,ECV,1,,3.0,East,1.0,Freight Train,Yes,ECV-,10,Estimated,10,2453,2,Not Signaled,,Yard/Restricted Limits,,,,,,,0.0,Not a remotely controlled operation,UTLX,68831.0,14,No,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,13,0,36,0,0,2,0,9,0,0,190600,17830,208430,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,,1.0,,10.0,30.0,10.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,37.555,-100.587222,"THE ECV LOCAL WAS TRAVELING EAST BOUND ON THE CIMARRON VALLEY SUB HEADED TO DODGE CITY TO INTERCHANGE.  THE TRAIN CONSISTED OF TWO LOCOMOTIVES AND 49 CARS.  THE TEMPERATURE WAS 103 DEGREES, SUNNY ANDCLEAR.  AT 1630 THE TRAIN WENT INTO EMERGENCY.  THE CREW THEN INSPECTED THEIR TRAIN AND DISCOVERED THE 11 CARS DERAILED.  DERAILMENT WAS CAUSED BY A ""SUN KINK"" THAT FORMED UNDERNEATH THE TRAIN.",Main,1,3,3,1,CVRCVR072018D201807,CVRCVR072018D201807,Switching and Terminal,Class 3,SMT-8 - Short Line West,CVR,Cimarron Valley Railroad L C,"Jaguar Transport, LLC",,,,,,,Switching and Terminal,Class 3,SMT-8 - Short Line West,CVR,Cimarron Valley Railroad L C,"Jaguar Transport, LLC",POINT (-100.587222 37.555),T109: Track alignment irregular (sun kink / heat),2,POINT (-100.587222 37.555),2018-07-20,,,,
KRR,Kiamichi Railroad Company LLC,2023,KRR475623D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=KRRKRR475623D20230718,23,7,,,,,,KRR,Kiamichi Railroad Company LLC,KRR475623D,23,7,,18,07/18/2023,3:50 PM,1,Derailment,0,0,0,0,HOPE,,,MCNAB,797.3,5,AR,ARKANSAS,57,HEMPSTEAD,5,98,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,X,0.85,4.0,West,1.0,Freight Train,Yes,AS10,4,Estimated,4,14250,2,Not Signaled,,Direct Train Control,N,Time Table/Train Orders,P,Track Warrant Control,,,0.0,Not a remotely controlled operation,CMO,23007.0,59,Yes,,,0,,,,No,1,0,0,0,2,0,0,0,0,0,96,0,0,0,0,8,0,0,0,0,1000,34965,35965,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,1.0,1.0,0.0,4.0,50.0,4.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,33.66639,-93.72927,"A TRAIN CREW WAS TRAVELING WESTBOUND ON THE MAIN TRACK WHEN THE ENGINEER FELT A JERK AND THE TRAIN CAME TO A STOP. THE CONDUCTOR DURING A WALKING INSPECTION OF THE TRAIN DISCOVERED EIGHT (8) DERAILEDCARS. THE INVESTIGATION REVEALED A SUNKINK CAUSED THE DERAILMENT.
5-15-23 NEW ADDED",Main,X,Cl,Cl,1,KRRKRR475623D202307,KRRKRR475623D202307,Shortline,Class 3,SMT-2 - Short Line East,KRR,Kiamichi Railroad Company LLC,Genesee & Wyoming,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,KRR,Kiamichi Railroad Company LLC,Genesee & Wyoming,POINT (-93.72927 33.66639),T109: Track alignment irregular (sun kink / heat),2,POINT (-93.72927 33.66639),2023-07-18,"181062, 181153","181062, 181062, 181062, 181026, 181026, 181026, 181153, 181153, 181153, 181153, 181153, 181153","181057, 181057, 181057, 181057, 181057, 181057, 181057, 181057, 181057, 181057, 181057, 181057, 181057, 181057, 181057, 181057, 181061, 181062, 181062, 181062, 181062, 181026, 181026, 181026, 181026, 181026, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181027, 181057, 181151, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181152, 181154, 181154, 181154, 181153, 181153, 181153, 181153, 181153, 181154, 181154, 181154, 181154, 181154, 181154, 181154, 181154, 181154, 181154, 181153, 181153, 181153, 181153, 181154, 181154, 181154, 181154","184281, 184281, 184283, 184281, 184281, 184281, 184281, 184281, 184281, 181062, 181062, 181062, 181062, 181026, 181026, 181026, 181026, 181026, 184281, 184281, 183499, 181153, 181153, 181153, 181153, 181153, 183499, 183499, 181153, 181153, 181153, 181153"
ABS,Alabama Southern Railroad,2021,210722006,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=ABS21072200620210722,21,7,,,,,,ABS,Alabama Southern Railroad,210722006,21,7,,22,07/22/2021,2:30 PM,1,Derailment,101,7,0,0,TUSCALOOSA,,,TUSCALOOSA,67.5,1,AL,ALABAMA,125,TUSCALOOSA,3,92,2,Day,1,Clear,1,Main,COKER LONG SIDING,2,5.5,3.0,East,1.0,Freight Train,Yes,ABSR,7,Recorded,7,14215,2,Not Signaled,,Yard/Restricted Limits,,,,,,,0.0,Not a remotely controlled operation,TILX,257918.0,83,Yes,,,0,,,,No,3,0,0,0,0,0,0,0,0,0,101,0,0,0,0,7,0,0,0,0,8806,12000,20806,T109,Track alignment irregular (buckled/sunkink),H518,"Dynamic brake, excessive (H010)",T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,9.0,30.0,9.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,33.237554,-87.66233,"ABSR 100 DERAILMENT - NO INJURIES, NO SPILLS, RAILCARS ARE UPRIGHT - ON 07/22/21 AT APPROXIMATELY 14:30 HOURS CST, THE ABSR 100 CREW EXPERIENCED A DERAILMENT. THE TEAM WAS IN THE PROCESS OF PULLING ALOADED CRUDE OIL TRAIN (101 CARS) INTO THE COKER LONG SIDING WHEN THE INCIDENT HAPPENED. THE CREW MADE IT AROUND 80 CAR LENGTHS IN THE SIDING WHEN THE TRAIN SUDDENLY BECAME HARD TO PULL, AND THE ENGINEER STOPPED HIS TRAIN. THE CONDUCTOR THEN WALKED THE TRAIN AND FOUND THAT 7 LOADED CRUDE OIL CARS HAD LEFT THE SURFACE OF THE RAIL. THE CARS DERAILED WERE LINES 80 THROUGH 86 IN THEIR CONSIST. ABS MANAGEMENT WAS NOTIFIED OF THE DERAILMENT AND INVESTIGATION SHOWED A THERMAL MISALIGNMENT PAIRED WITH THE USE OF DYNAMIC BRAKING CAUSED THIS DERAILMENT.",Main,2,3,3,1,ABS210722006202107,ABS210722006202107,Shortline,Class 3,SMT-8 - Short Line West,ABS,Alabama Southern Railroad,Watco,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,ABS,Alabama Southern Railroad,Watco,POINT (-87.66233 33.237554),T109: Track alignment irregular (sun kink / heat),2,POINT (-87.66233 33.237554),2021-07-22,,,,
LAS,Louisiana Southern,2019,190719003,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=LAS19071900320190719,19,7,,,,,,LAS,Louisiana Southern,190719003,19,7,,19,07/19/2019,4:00 PM,1,Derailment,0,0,0,0,HODGE,,,HODGE,22.2,22,LA,LOUISIANA,49,JACKSON,5,98,2,Day,1,Clear,1,Main,LAS,X,,1.0,North,1.0,Freight Train,Yes,LASR,12,Recorded,12,5275,2,Not Signaled,,Yard/Restricted Limits,,,,,,,0.0,Not a remotely controlled operation,MSRC,2471.0,38,Yes,,,0,,,,No,4,0,0,0,0,0,0,0,0,0,36,0,5,0,0,8,0,0,0,0,212000,82500,294500,T109,Track alignment irregular (buckled/sunkink),H503,"Buffing or slack action excessive, train handling",T109,Track alignment irregular (buckled/sunkink),1.0,,1.0,,10.0,,10.0,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,32.220176,-92.554822,"AT 1600 LAS MANAGEMENT WAS NOTIFIED OF A DERAILMENT AT MP 22.2 ON THE HODGE SUB. THERE WAS A TOTAL OF 8 CARS DERAILED, 3 LOADED LUMBER CARS ON THEIR SIDE, 2 LOADED LUMBER UPRIGHT, AND 3 LOADED BOXES UPRIGHT. AFTER A THOROUGH INVESTIGATION AND REVIEW OF THE DOWNLOAD THE CAUSE OF THE DERAILMENT HAS BEEN DETERMINED TO BE A THERMAL MISALIGNMENT.  THERE ARE NO INJURIES ASSOCIATED WITH THIS INCIDENT. ERROR IN LINE 27, BUT THE ERROR IS ACCURATE IT IS EXCEPTED TRACK AND THE ACTUAL SPEED WAS 12.",Main,X,3,3,1,LAS190719003201907,LAS190719003201907,Shortline,Class 3,SMT-8 - Short Line West,LAS,Louisiana Southern,Watco,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,LAS,Louisiana Southern,Watco,POINT (-92.554822 32.220176),T109: Track alignment irregular (sun kink / heat),2,POINT (-92.554822 32.220176),2019-07-19,,,,
CXRG,COLORADO PACIFIC RIO GRANDE RAILROAD LLC,2024,CX240613A,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CXRGCX240613A20240613,24,6,,,,,,CXRG,COLORADO PACIFIC RIO GRANDE RAILROAD LLC,CX240613A,24,6,,13,06/13/2024,3:11 PM,1,Derailment,0,0,0,0,ALAMOSA SUB,,,SIERRA,214.2,8,CO,COLORADO,23,COSTILLA,6,92,2,Day,1,Clear,1,Main,MAIN LINE,1,400.0,4.0,West,1.0,Freight Train,Yes,RELI,10,Estimated,10,1340,2,Not Signaled,,Direct Train Control,,,,,,,0.0,Not a remotely controlled operation,CXRG,512.0,1,No,,,0,,0.0,0.0,No,2,2,0,0,0,2,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,64274,64274,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),3.0,1.0,1.0,1.0,4.0,11.0,4.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.52395,-105.256144,CREW WAS ON DUTY AT 1100. THE DEADHEADED TO TRAIN IN WALSENBURG SWAP CREWS AND DEPARTED WITH INBOUND8X10. COMING UP ON MP 214 ENGINEER NOTICED A SUNKINK/RAIL MOVING. ONCE ENGINEER NOTICED RAIL MOVINGCREW PUT TRAIN INTO EMERGENCY. WHEN THEY CAME TO A STOP BOTH LOCOMOTIVES WERE DERAILED.,Main,1,0,0,1,CXRGCX240613A202406,CXRGCX240613A202406,,Class 3,,CXRG,COLORADO PACIFIC RIO GRANDE RAILROAD LLC,Not Assigned,,,,,,,,Class 3,,CXRG,COLORADO PACIFIC RIO GRANDE RAILROAD LLC,Not Assigned,POINT (-105.256144 37.52395),T109: Track alignment irregular (sun kink / heat),2,POINT (-105.256144 37.52395),2024-06-13,,,,
KJRY,Keokuk Junction Railway,2021,KJRY210604,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=KJRYKJRY21060420210604,21,6,,,,,,KJRY,Keokuk Junction Railway,KJRY210604,21,6,,4,06/04/2021,2:00 PM,1,Derailment,0,0,0,0,SYSTEM,,,LA HARPE,198,17,IL,ILLINOIS,67,HANCOCK,4,87,2,Day,1,Clear,1,Main,LOMAX MAIN,X,,4.0,West,1.0,Freight Train,Yes,LAHA,10,Estimated,10,0,2,Not Signaled,,Yard/Restricted Limits,,,,,,,0.0,Not a remotely controlled operation,GREX,2404.0,84,No,,,0,,0.0,0.0,No,3,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,21,0,0,0,51844,51844,T109,Track alignment irregular (buckled/sunkink),T205,Defective or missing crossties (use code T110 if results in wide gage),T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,4.0,30.0,4.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,40.598818,-91.002224,THE ENGINEER FELT LIKE HE STARTED PULLING HARDER THAN THEY SHOULD AND STOPPED THE TRAIN AND PROCEEDED TO TELL THE CONDUCTOR THAT SOMETHING DIDNT SEEM RIGHT.  THE CONDUCTOR STARTED WALKING THE REAR OFTHE TRAIN WHILE THE ENGINEER STARTED WALKING FROM THE FRONT.  THE CONDUCTOR FOUND THAT THE REAR 21 CARS DERAILED AND IMMEDIATELY CALLED BRENT LOFTON.  UPON ARRIVAL I FOUND MULTIPLE SUN KINKS LEADING DOWN TO THE POINT OF DERAILMENT.  I STARTED WALKING UP THE TRAIN TO FIND OUT HOW MANY CARS DERAILED.,Main,X,3,3,1,KJRYKJRY210604202106,KJRYKJRY210604202106,Shortline,Class 3,SMT-2 - Short Line East,KJRY,Keokuk Junction Railway,Patriot Rail,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,KJRY,Keokuk Junction Railway,Patriot Rail,POINT (-91.002224 40.598818),T109: Track alignment irregular (sun kink / heat),2,POINT (-91.002224 40.598818),2021-06-04,,,,
CSX,CSX Transportation,2019,000184637,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00018463720190808,19,8,,,,,,CSX,CSX Transportation,000184637,19,8,,8,08/08/2019,3:02 PM,1,Derailment,0,0,0,0,C E & D,,,ROSEDALE,0164.5,18,IN,INDIANA,121,PARKE,4,87,2,Day,1,Clear,1,Main,SINGLE MAIN,4,40.1,2.0,South,1.0,Freight Train,Yes,W219,44,Recorded,44,13278,1,Signaled,,Signal Indication,,,,,,,0.0,Not a remotely controlled operation,GGPX,2284.0,66,Yes,,,0,No,,,No,4,0,0,0,0,0,0,0,0,0,101,0,0,0,0,17,0,0,0,0,672954,97381,770335,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,4.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,39.647301,-87.375665,W21908 DERAILED 17 CARS DUE TO TRACK  BUCKLING DUE TO SUNKINK.,Main,4,1,1,1,CSX000184637201908,CSX000184637201908,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-87.375665 39.647301),T109: Track alignment irregular (sun kink / heat),2,POINT (-87.375665 39.647301),2019-08-08,,,,
UP,Union Pacific Railroad Company,2020,0620HL004,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0620HL00420200604,20,6,,,,,,UP,Union Pacific Railroad Company,0620HL004,20,6,,4,06/04/2020,2:14 PM,1,Derailment,0,0,0,0,PRATT SUB,,,MULLINVILLE,335.89,20,KS,KANSAS,97,KIOWA,6,95,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,5,46.8,4.0,West,1.0,Freight Train,Yes,GSPF,27,Recorded,27,13927,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,J,Positive Train Control,,,0.0,Not a remotely controlled operation,CMO,21926.0,112,Yes,,,0,,,,No,4,0,0,0,0,0,0,0,0,0,110,0,2,0,0,4,0,0,0,0,225574,372693,598267,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,0.0,1.0,1.0,44.0,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,37.591082,-99.422654,GSPFCP-31 WAS DEPARTING THE SIDING AT JOY AND EXPERIENCED A UDE AT MP 335.9.  INSPECTION FOUND THE REAR FOUR CARS DERAILED AND ON THEIR SIDE.  THE PRIOR STOP IN THE SIDING WAS CONSISTENT WITH GOOD TRAIN HANDLING BY STRETCH BRAKING TO A GRADUAL STOP ON ASCENDING GRADE.  CAUSE OF DERAILMENT WAS FOUNDTO BE THERMAL MISALIGNMENT (SUN-KINK) OF THE TRACK.,Main,5,CL,CL,1,UP0620HL004202006,UP0620HL004202006,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-99.422654 37.591082),T109: Track alignment irregular (sun kink / heat),2,POINT (-99.422654 37.591082),2020-06-04,,,,
MDDE,Maryland & Delaware Railroad Company,2012,062112,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=MDDE06211220120621,12,6,,,,,,MDDE,Maryland & Delaware Railroad Company,062112,12,6,,21,06/21/2012,11:00 AM,1,Derailment,0,0,0,0,SNOW HILL LINE,,,SNOW HILL,63.9,24,MD,MARYLAND,47,WORCESTER,2,95,2,Day,1,Clear,1,Main,MAIN,X,0.167,2.0,South,1.0,Freight Train,Yes,MDDE,5,Estimated,5,1500,2,Not Signaled,,Yard/Restricted Limits,L,Special Instructions,,,,,0.0,Not a remotely controlled operation,CRDX,8349.0,5,Yes,,,0,,,,No,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,2970,32558,35528,T109,Track alignment irregular (buckled/sunkink),T110,Wide gage (due to defective or missing crossties),T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,6.0,,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,38.193942,-75.364666,TRAIN WAS TRAVELING SOUTH ON SNOW HILL LINE AND ENCOUNTERED AREA OF KINKED RAIL DUE TO SUN AND BAD TIES. TRAIN SLOWED TO 5 MPH TO PROCEED THROUGH AND WAS BROUGHT TO A STOP WITHOUT AIR BRAKES WHEN THE5TH THROUGH 7TH CARS DERAILED IN THE GAUGE.,Main,X,Cl,Cl,1,MDDE062112201206,MDDE062112201206,Shortline,Class 3,SMT-2 - Short Line East,MDDE,Maryland & Delaware Railroad Company,Not Assigned,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,MDDE,Maryland & Delaware Railroad Company,Not Assigned,POINT (-75.364666 38.193942),T109: Track alignment irregular (sun kink / heat),2,POINT (-75.364666 38.193942),2012-06-21,,,,"65537, 65537, 65537, 65537, 63127, 63127, 63127, 63127, 63127, 63127, 63127, 63127"
WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",2011,11071001D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=WSOR11071001D20110710,11,7,,,,,,WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",11071001D,11,7,,10,07/10/2011,5:22 PM,1,Derailment,0,0,0,0,SYSTEM,,,SPRING GREEN,173.25,55,WI,WISCONSIN,25,DANE,4,90,2,Day,1,Clear,1,Main,MAIN,1,1.0,3.0,East,1.0,Freight Train,Yes,T008,10,Recorded,10,13271,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0.0,Not a remotely controlled operation,GACX,8511.0,61,Yes,,,0,,,,No,5,0,0,0,0,0,0,0,0,0,93,0,2,0,0,6,0,0,0,0,112580,18953,131533,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,9.0,22.0,9.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,43.173875,-90.031162,"CARS IN POSITION 61, 63, 64, 65, 66, AND 67 DERAILED DUE TO TRACK BUCKLING UNDER TRAIN.",Main,1,2,2,1,WSOR11071001D201107,WSOR11071001D201107,Shortline,Class 2,SMT-8 - Short Line West,WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",Watco,,,,,,,Shortline,Class 2,SMT-8 - Short Line West,WSOR,"WISCONSIN & SOUTHERN RAILROAD, LLC",Watco,POINT (-90.031162 43.173875),T109: Track alignment irregular (sun kink / heat),2,POINT (-90.031162 43.173875),2011-07-10,,,,
