Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location,Type,geometry,Accident_Date,HUC2,HUC4,HUC6,HUC8,HUC10,HUC12
CSX,CSX Transportation,2013,000121704,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00012170420131014,13,10,,,,,,CSX,CSX Transportation,000121704,13,10,,14,10/14/2013,6:30 PM,1,Derailment,0,0,0,0,ST LAWRENCE,,,CENTRAL SQUARE,0018.8,36,NY,NEW YORK,75,OSWEGO,1,60,3,Dusk,1,Clear,1,Main,MAIN 1,3,6.5,1.0,North,4,Work train,,O035,0,Estimated,0,2920,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0,Not a remotely controlled operation,CSXT,967216,9,Yes,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0,5,0,0,0,0,116190,9000,125190,T002,Washout/rain/slide/flood/snow/ice damage to track,,,T002,Washout/rain/slide/flood/snow/ice damage to track,1.0,0.0,1.0,0.0,7.0,30.0,7.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,43.299184,-76.137049,"WORK TRAIN O03514 WAS DROPPING BALLAST AT A PREVIOUS WASHOUT SIGHT THAT OCCURRED ON OCTOBER 12, 2013. THE TRACK COLLAPSED UNDERNEATH 5 LOADED BALLAST CARS RESULTING IN DERAILMENT.  THE ENTIRE ROADBEDIS COLLAPSED ON BOTH SIDES.",Main,3,1,1,1,CSX000121704201310,CSX000121704201310,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-76.137049 43.299184),1,POINT (-76.137049 43.299184),2013-10-14,,,,,,
ATK,Amtrak (National Railroad Passenger Corporation),2020,166138,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=ATK16613820201226,20,12,,,,,,ATK,Amtrak (National Railroad Passenger Corporation),166138,20,12,,26,12/26/2020,6:40 AM,1,Derailment,0,0,0,0,STATE SUPPORTED SERV,,,RENSSELAER,0142.6,36,NY,NEW YORK,83,RENSSELAER,1,22,4,Dark,2,Cloudy,2,Yard,TRACK 11,1,0.0,2.0,South,7,Yard/switching,Yes,238,5,Estimated,5,0,2,Not Signaled,,Other Than Main Track,L,Special Instructions,,,,,0,Not a remotely controlled operation,AMT,702,1,,,,0,,,,No,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14643,200,14843,T002,Washout/rain/slide/flood/snow/ice damage to track,,,T002,Washout/rain/slide/flood/snow/ice damage to track,1.0,0.0,0.0,0.0,2.0,40.0,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,42.653061,-73.73927,TRAIN 238(26) EQUIPMENT E/702 AND 5 COACHES DERAILED UPRIGHT WHILE OPERATING SOUTH ON TRACK 11 IN THE AMTRAK RENSSELAER MECHANICAL FACILITY. NONE OF THE 5 COACH CARS DERAILED. CAUSE IS WIDE GAGE DUE TO GROUND CONDITIONS WET FROM THE HEAVY RAIN ON DECEMBER 24 MELTING THE HEAVY SNOW FROM THE WEEK PRIOR.,Yard,1,6,6,1,ATK166138202012,ATK166138202012,Passenger (Formerly Commuter),,"SMT-1 - Amtrak, Commuter East",ATK,Amtrak (National Railroad Passenger Corporation),Amtrak,,,,,,,Passenger (Formerly Commuter),,"SMT-1 - Amtrak, Commuter East",ATK,Amtrak (National Railroad Passenger Corporation),Amtrak,POINT (-73.73927 42.653061),1,POINT (-73.73927 42.653061),2020-12-26,"154923, 154578, 154385, 154385, 154385, 154385, 154385, 154386, 154385, 154847, 154847, 154847, 154739, 154739, 154739, 154739, 154739, 154739","154739, 154739, 154739, 154739, 154739, 154739","154739, 154739, 154739, 154739, 154739, 154739","154739, 154739, 154739, 154739","154739, 154739, 154739, 154739",
UP,Union Pacific Railroad Company,2015,0715KC013,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0715KC01320150717,15,7,,,,,,UP,Union Pacific Railroad Company,0715KC013,15,7,,17,07/17/2015,3:47 PM,1,Derailment,0,0,0,0,TRENTON SUB,,,PRINCETON,391.75,29,MO,MISSOURI,129,MERCER,6,95,2,Day,1,Clear,1,Main,MAIN TRACK,4,30.5,2.0,South,1,Freight Train,Yes,GSAV,44,Recorded,44,15431,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,CMO,167229,7,Yes,,,0,,,,No,2,0,0,0,1,0,0,0,0,0,109,0,0,0,0,2,0,0,0,0,10152,490497,500649,T002,Washout/rain/slide/flood/snow/ice damage to track,,,T002,Washout/rain/slide/flood/snow/ice damage to track,1.0,0.0,0.0,1.0,6.0,7.0,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,40.395861,-93.573112,"GSAVBK-16 WHILE PULLING, DERAILED 2 CARS DUE TO A WASHOUT.",Main,4,CL,CL,1,UP0715KC013201507,UP0715KC013201507,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-93.573112 40.395861),1,POINT (-93.573112 40.395861),2015-07-17,98779,,,,,
UP,Union Pacific Railroad Company,2016,0816TC005,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0816TC00520160811,16,8,,,,,,UP,Union Pacific Railroad Company,0816TC005,16,8,,11,08/11/2016,12:51 AM,1,Derailment,0,0,0,0,STILLWATER IND LD,,,BAYPORT,0.91,27,MN,MINNESOTA,163,WASHINGTON,4,80,4,Dark,3,Rain,4,Industry,STILLWATER IND LD,1,,3.0,East,1,Freight Train,Yes,CBTB,9,Recorded,9,2839,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,NSPX,94103,47,No,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,2,0,0,19616,37733,57349,T002,Washout/rain/slide/flood/snow/ice damage to track,,,T002,Washout/rain/slide/flood/snow/ice damage to track,1.0,0.0,1.0,1.0,7.0,36.0,7.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,44.991931,-92.776662,TRAIN CBPBT9-10 WAS SHOVING 112 EMPTY COAL CARS WHEN THEY DERAILED THE NSPX94182 AND NSPX94103 DUE TO A WASHOUT UNDERNEATH THEIR TRAIN,Industry,1,CL,CL,1,UP0816TC005201608,UP0816TC005201608,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-92.776662 44.991931),1,POINT (-92.776662 44.991931),2016-08-11,"109005, 109004, 109473, 109768, 109768, 109768, 109005, 109005, 109768, 109768, 109768, 109004, 109004, 109004, 109004, 109004, 107308, 109004",,,,,
BNSF,BNSF Railway Company,2011,TC0711109,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFTC071110920110716,11,7,,,,,,BNSF,BNSF Railway Company,TC0711109,11,7,,16,07/16/2011,7:05 AM,1,Derailment,0,0,0,0,STAPLES,,,FRIDLEY,16.9,27,MN,MINNESOTA,3,ANOKA,4,72,1,Dawn,3,Rain,1,Main,MAIN 2,4,53.99,4.0,West,1,Freight Train,Yes,GNUM,28,Recorded,28,15512,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,BNSF,4722,1,,,,0,,0.0,0.0,No,1,1,0,0,1,1,1,0,0,0,110,0,0,0,0,17,0,0,0,0,2463031,296000,2759031,T002,Washout/rain/slide/flood/snow/ice damage to track,,,T002,Washout/rain/slide/flood/snow/ice damage to track,1.0,0.0,1.0,0.0,3.0,54.0,3.0,54.0,0,2,0,0,0,0,0,2,0,2,0,2,CWR,,45.085228,-93.270365,G-NUMIN9-15 DERAILED AT WASHOUT AT BRIDGE 16.9.,Main,4,1,1,1,BNSFTC0711109201107,BNSFTC0711109201107,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-93.270365 45.085228),1,POINT (-93.270365 45.085228),2011-07-16,"52437, 52437, 52440, 52440, 52440, 53499, 53499, 53500, 53500, 53975, 54418, 53712, 53712, 53716","52437, 52437","52437, 52437","52437, 52437","52437, 52437",
BNSF,BNSF Railway Company,2014,TC0514104,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFTC051410420140511,14,5,,,,,,BNSF,BNSF Railway Company,TC0514104,14,5,,11,05/11/2014,11:05 PM,1,Derailment,0,0,0,0,BRAINERD,,,PILLAGER,133.1,27,MN,MINNESOTA,21,CASS,4,49,4,Dark,3,Rain,1,Main,SINGLE MAIN TRACK,4,17.59,3.0,East,1,Freight Train,Yes,CDKM,43,Recorded,43,17262,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0,Not a remotely controlled operation,DEEX,990411,7,Yes,,,0,,0.0,0.0,No,2,0,0,0,1,0,0,0,0,0,122,0,0,0,0,45,0,0,0,0,2355371,975617,3330988,T002,Washout/rain/slide/flood/snow/ice damage to track,,,T002,Washout/rain/slide/flood/snow/ice damage to track,1.0,0.0,2.0,0.0,6.0,35.0,6.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,46.326234,-94.493889,C-DKMSU0-44 DERAILED 45 CARS WHILE TRAVERSING SINGLE MAIN TRACK.  UPDATED CAUSE FROM M505 TO T002 (WASHOUT/RAIN/SLIDE/FLOOD/SNOW/ICE DAMAGE TO TRACK),Main,4,1,1,1,BNSFTC0514104201405,BNSFTC0514104201405,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-94.493889 46.326234),1,POINT (-94.493889 46.326234),2014-05-11,"85668, 85668, 83799, 85996, 85996, 85996, 85481, 85481, 85517, 85996",,,,,
SKOL,South Kansas & Oklahoma Railroad Company,2019,IN190508,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=SKOLIN19050820190508,19,5,,,,,,SKOL,South Kansas & Oklahoma Railroad Company,IN190508,19,5,,8,05/08/2019,10:00 AM,13,Other (describe in narrative),0,0,0,0,SYSTEM,,,WINFIELD,246,20,KS,KANSAS,35,COWLEY,6,70,2,Day,3,Rain,2,Yard,YARD,1,,,,6,Cut of cars,No,,0,Recorded,5,6426,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,KO,20602,1,No,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,20,0,99,0,0,0,0,0,0,0,250000,2500000,5250000,T002,Washout/rain/slide/flood/snow/ice damage to track,,,T002,Washout/rain/slide/flood/snow/ice damage to track,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,37.24491,-97.010243,"ON WEDNESDAY MAY 8TH AT 0800 THE SKOL 110 JOB WINFIELD SWITCH CREW CAME ON DUTY AND WENT TO THE WINFIELD YARD TO START THEIR DAY WHEN THEY NOTICED THAT THE WALNUT RIVER WAS STARTING TO RISE. THE CREWSTARTED PULLING TRACKS OUT OF THE YARD AND IN THE FIRST HOUR THAT THE TEAM WAS WORKING THE RIVER HADRISEN ABOUT 4 FEET AND WAS COMING INTO THE YARD. AS THE TEAM CONTINUED TO PULL TRACKS, THE RIVER WAS RISING AT ABOUT 3 TO 4 FEET AN HOUR. THE CITY OF WINFIELD INSTRUCTED THE 110 JOB TO GET OUT OF THEYARD BEFORE THEY INSTALLED THE GATES INTO THE LEVEE. AT 10 AM THE CREW LEFT THE YARD AND WAS ABLE TO GET 130 AND 3 COACH CARS OUT OF THE YARD. THEY HAD TO LEAVE 119 CARS BEHIND AS THE CITY OF WINFIELD DROPPED THE GATES INTO THE LEVEE. AFTER FLOOD SUBSIDED, A TOTAL OF 432 WHEEL SETS WERE FOUND TO BEDAMAGED AND WERE CHANGED OUT.",Yard,2,3,3,1,SKOLIN190508201905,SKOLIN190508201905,Shortline,Class 3,SMT-8 - Short Line West,SKOL,South Kansas & Oklahoma Railroad Company,Watco,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,SKOL,South Kansas & Oklahoma Railroad Company,Watco,POINT (-97.010243 37.24491),1,POINT (-97.010243 37.24491),2019-05-08,"136482, 135483, 135483, 135483, 136261, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 137021, 137021, 135545, 135545, 137021, 137021, 137021, 137021, 137021, 137021, 136436, 136436, 137021, 137021, 137021, 137021, 137021, 137021, 137021, 138256, 138256, 135483, 135483, 135483, 135483, 135483, 135483, 138006, 138006, 138006","135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483","135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483, 135483","135483, 135483","135483, 135483",135483
BNSF,BNSF Railway Company,2023,CH0423114,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFCH042311420230427,23,4,,,,,,BNSF,BNSF Railway Company,CH0423114,23,4,,27,04/27/2023,12:37 PM,1,Derailment,1,1,0,0,AURORA,,,DE SOTO,268.8,55,WI,WISCONSIN,23,CRAWFORD,4,65,2,Day,1,Clear,1,Main,MAIN 1 TRACK,4,32.39,2.0,South,1,Freight Train,Yes,ZSSE,60,Recorded,60,3809,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,BNSF,5261,1,,,,0,,,,No,3,0,0,0,1,3,0,0,0,0,52,0,0,0,0,10,0,0,0,0,1407075,3090440,4497515,T002,Washout/rain/slide/flood/snow/ice damage to track,,,T002,Washout/rain/slide/flood/snow/ice damage to track,2.0,0.0,2.0,0.0,2.0,21.0,2.0,21.0,0,4,0,0,0,0,0,4,0,4,0,4,CWR,000-000-000,43.409721,-91.193793,Z-SSECHC2-25U WAS PULLING SOUTH ON MAIN 1 TRACK AND DERAILED 3 LOCOMOTIVES AND 10 RAILCARS DUE TO TRACK WASHOUT. NO HAZMAT RELEASED. THERE WAS 2 ENGINEERS AND 2 CONDUCTORS ON BOARD THE TRAIN AT THE TIME OF THE DERAILMENT AND ALL 4 EMPLOYEES WERE INJURED.,Main,4,1,1,1,BNSFCH0423114202304,BNSFCH0423114202304,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,POINT (-91.193793 43.409721),1,POINT (-91.193793 43.409721),2023-04-27,"178844, 178849, 178849, 178849, 178844, 178852, 178852, 178852, 178849, 178849, 178852, 178852, 178849, 178849, 178844, 179508, 179508, 179508, 179508, 179508, 179508, 179829, 179764, 179764, 179763, 179763, 179763, 179764, 179763, 179763, 179764, 179764, 179764, 179763, 179763, 179763, 179764, 179763, 179764, 179764, 179764","178844, 178844, 178849, 178849, 178849, 178844, 179764, 179763, 179764, 179763, 179764","178844, 178844, 178849, 178849, 178849, 178844, 179764, 179763, 179764, 179763, 179764","178844, 178849, 178849, 178849, 178844","178844, 178849, 178849, 178849, 178844",
UP,Union Pacific Railroad Company,2019,0519GC053,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0519GC05320190519,19,5,,,,,,UP,Union Pacific Railroad Company,0519GC053,19,5,,19,05/19/2019,12:56 AM,1,Derailment,33,0,0,0,PALESTINE SUB,,,ELKHART,93.75,48,TX,TEXAS,1,ANDERSON,5,73,4,Dark,2,Cloudy,1,Main,SINGLE MAIN TRACK,3,4.0,1.0,North,1,Freight Train,Yes,MAGN,24,Recorded,24,13756,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,UP,4642,1,,,,0,,,0.0,No,4,0,0,0,0,4,0,0,0,0,94,0,43,0,0,6,0,7,0,0,1472762,106456,1579218,T002,Washout/rain/slide/flood/snow/ice damage to track,,,T002,Washout/rain/slide/flood/snow/ice damage to track,1.0,0.0,1.0,1.0,7.0,21.0,7.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,31.635002,-95.593974,TRAIN MAGNL-18 WITH LEAD LOCOMOTIVE UP4642 WAS TRAVELING NORTH ON THE PALESTINE SUB AND DERAILED DUETO WASHOUT AT MP 93.75.,Main,3,CL,CL,1,UP0519GC053201905,UP0519GC053201905,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-95.593974 31.635002),1,POINT (-95.593974 31.635002),2019-05-19,"138056, 137188, 137178, 137178, 137178, 137178, 137178, 137178, 137204",,,,,
UP,Union Pacific Railroad Company,2019,0419GC052,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=UP0419GC05220190425,19,4,,,,,,UP,Union Pacific Railroad Company,0419GC052,19,4,,25,04/25/2019,8:59 AM,1,Derailment,34,0,0,0,BRYAN SUB,,,BRYAN,103.42,48,TX,TEXAS,41,BRAZOS,5,58,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,3,4.5,2.0,South,1,Freight Train,Yes,MFWH,27,Recorded,27,8746,2,Not Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0,Not a remotely controlled operation,UP,5771,1,,,,0,,,,No,3,0,0,0,0,3,0,0,0,0,40,0,106,0,0,0,0,8,0,0,138183,48942,187125,T002,Washout/rain/slide/flood/snow/ice damage to track,,,T002,Washout/rain/slide/flood/snow/ice damage to track,1.0,0.0,1.0,0.0,4.0,14.0,4.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,30.711943,-96.408136,MFWHO-24 DERAILED 8 CARS AND 3 LOCOMOTIVES DUE TO WEAKENED STRUCTURE CAUSED BY WASHOUT.,Main,3,CL,CL,1,UP0419GC052201904,UP0419GC052201904,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,,,,,,,,Class 1,SMT-6 - UP/KCS,UP,Union Pacific Railroad Company,Union Pacific Railroad Company,POINT (-96.408136 30.711943),1,POINT (-96.408136 30.711943),2019-04-25,,,,,,
NECR,New England Central Railroad,2023,NEC544423D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NECRNEC544423D20230920,23,9,,,,,,NECR,New England Central Railroad,NEC544423D,23,9,,20,09/20/2023,2:53 AM,1,Derailment,0,0,0,0,PALMER,,,WILLIMANTIC,29.95,9,CT,CONNECTICUT,15,WINDHAM,1,65,4,Dark,2,Cloudy,1,Main,SINGLE MAIN TRACK,1,224.3,1.0,North,1,Freight Train,Yes,610,10,Recorded,10,3168,2,Not Signaled,,Direct Train Control,,,,,,,0,Not a remotely controlled operation,CDEX,16143,33,Yes,,,0,,,,No,3,0,0,0,0,0,0,0,0,0,17,0,15,0,0,3,0,0,0,0,11525,62816,74341,T002,Washout/rain/slide/flood/snow/ice damage to track,,,T002,Washout/rain/slide/flood/snow/ice damage to track,1.0,0.0,1.0,0.0,10.0,23.0,10.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.71254,-72.21849,"AT APPROXIMATELY 0253, THE 3RD CAR FROM THE REAR DERAILED WHILE PULLING OVER A RECENTLY REPAIRED WASHOUT.",Main,1,3,3,1,NECRNEC544423D202309,NECRNEC544423D202309,Shortline,Class 3,SMT-2 - Short Line East,NECR,New England Central Railroad,Genesee & Wyoming,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,NECR,New England Central Railroad,Genesee & Wyoming,POINT (-72.21849 41.71254),1,POINT (-72.21849 41.71254),2023-09-20,"184745, 184745, 184745",,,,,
GNRR,Georgia Northeastern Railroad Company,2013,070313A,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=GNRR070313A20130703,13,7,,,,,,GNRR,Georgia Northeastern Railroad Company,070313A,13,7,,3,07/03/2013,12:15 PM,1,Derailment,0,0,0,0,GNRR SYSTEM,,,BALL GROUND,441.8,13,GA,GEORGIA,57,CHEROKEE,3,70,2,Day,3,Rain,1,Main,SINGLE MAIN TRACK,1,,2.0,South,1,Freight Train,Yes,JOB,10,Estimated,10,1500,2,Not Signaled,,Block Register Territory,J,Positive Train Control,,,,,0,Not a remotely controlled operation,ACFX,59707,2,Yes,,,0,,,,No,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9,0,0,0,0,9076,23951,33027,T002,Washout/rain/slide/flood/snow/ice damage to track,T101,Cross level of track irregular (at joints),T002,Washout/rain/slide/flood/snow/ice damage to track,1.0,,1.0,,6.0,15.0,6.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,34.345632,-84.376802,TRAIN DERAILMENT DUE TO TRACK CONDITIONS THAT HAD RECENTLY DETIRERIATED DUE TO BAD WEATHER AND EXCESSIVE AMOUNTS OF RAIN.,Main,1,3,3,1,GNRR070313A201307,GNRR070313A201307,Shortline,Class 3,SMT-2 - Short Line East,GNRR,Georgia Northeastern Railroad Company,Patriot Rail,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,GNRR,Georgia Northeastern Railroad Company,Patriot Rail,POINT (-84.376802 34.345632),1,POINT (-84.376802 34.345632),2013-07-03,"78097, 75652, 75652, 75652, 75652, 75620, 75620, 75620, 75620, 75620, 75620, 75652, 76678, 76678, 76678, 76678, 76678, 78152, 78152, 78152","75620, 75620","75620, 75620",75620,75620,
BNSF,BNSF Railway Company,2019,PR1019101,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=BNSFPR101910120191001,19,10,,,,,,XWYB,WYO-BEN,INDUSTRY,19,10,,1,10/01/2019,3:26 PM,1,Derailment,0,0,0,0,CASPER,,,COWLEY,444.4,56,WY,WYOMING,3,BIG HORN,8,30,2,Day,3,Rain,4,Industry,3100,1,,1.0,North,8,Light loco(s),Yes,RPWR,5,Estimated,5,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,BNSF,4985,2,,,,0,,,,No,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,30000,T002,Washout/rain/slide/flood/snow/ice damage to track,,,T002,Washout/rain/slide/flood/snow/ice damage to track,1.0,0.0,1.0,1.0,8.0,58.0,8.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,44.846653,-108.438492,R-PWR8431-01 DERAILED 1 LOCOMOTIVE WHILE OPERATING LIGHT POWER IN INDUSTRY TRACK 3100 DUE TO TRACK WASHOUT FROM HEAVY RAINS. NO HAZARDOUS MATERIALS WERE RELEASED.,Industry,1,1,1,1,XWYBINDUSTRY201910,BNSFPR1019101201910,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,,,XWYB,WYO-BEN,Not Assigned,POINT (-108.438492 44.846653),1,POINT (-108.438492 44.846653),2019-10-01,"141211, 141211, 143334, 143334, 143334, 143331, 143331, 143334, 143334, 143334, 143334, 143331, 143331, 143331, 143331, 143332, 143334, 143334, 143334, 143332, 143427, 143427, 143427, 143427, 143430, 143430, 143430, 143477, 143477, 141692, 143479, 143556",,,,,
